,Unnamed: 0,Unnamed: 0.1,UNIQUEKEY,APPLICATIONTYPE,APPLICATIONTYPE.1,APPLICATIONSTARTDATE,WORKTYPE,WORKTYPEDESCRIPTION,APPLICATIONFINALIZEDDATE,PARKINGMETERPOSTINGORBAGGING,XCOORDINATE,YCOORDINATE,LATITUDE,LONGITUDE,LOCATION,STREETCLOSURE,STREETNUMBERFROM,STREETNUMBERTO,DIRECTION,STREETNAME
31,122,122,61421122846,DOT_SE,DOT_SE,12/12/2015,Festival,Festival,12/10/2015,,1169129.0,1922756.0,41.943560943,-87.65376364299999,"(41.94356094269125, -87.65376364321489)",Curblane,3400.0,3800.0,N,CLARK
44,184,184,46088720130,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1201147.0,1835241.0,41.702658264,-87.539059507,"(41.702658264456836, -87.53905950692182)",Full,10600.0,10699.0,S,AVENUE N
72,280,280,45664715630,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1169991.0,1840652.0,41.718239695,-87.652984664,"(41.71823969460366, -87.6529846637018)",Full,1200.0,1299.0,W,97TH
74,291,291,46008219242,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,,,,,,Full,3700.0,3799.0,N,SANGAMON
101,397,397,45763016632,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1166293.0,1936015.0,41.980005,-87.66380698399998,"(41.98000499957962, -87.66380698376524)",Full,5400.0,5499.0,N,WAYNE
103,404,404,45927418377,DOT_SE,DOT_SE,08/04/2015,BlockParty,Block Party,08/05/2015,,1148785.0,1861118.0,41.774836508,-87.73013133399998,"(41.774836508243546, -87.73013133420147)",Full,6500.0,6599.0,S,KILDARE
158,631,631,45988519016,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1181477.0,1856046.0,41.760227508,-87.61044420299999,"(41.76022750827551, -87.61044420267997)",Full,7400.0,7499.0,S,ST LAWRENCE
188,736,736,45979418924,DOT_SE,DOT_SE,09/12/2015,BlockParty,Block Party,09/13/2015,,1128133.0,1921148.0,41.939939341,-87.80448454,"(41.93993934122302, -87.80448454032596)",Full,3300.0,3399.0,N,NOTTINGHAM
198,784,784,45699215974,DOT_SE,DOT_SE,07/11/2015,BlockParty,Block Party,07/12/2015,,1138615.0,1934600.0,41.976670895,-87.765633582,"(41.97667089530593, -87.7656335820022)",Full,5200.0,5299.0,N,LUDLAM
409,1590,1590,45874417805,DOT_SE,DOT_SE,09/13/2015,BlockParty,Block Party,09/14/2015,,1136671.0,1943932.0,42.002313742,-87.77255754299999,"(42.002313742182174, -87.77255754277456)",Full,6700.0,6799.0,N,LOLETA
431,1676,1676,45967118799,DOT_SE,DOT_SE,07/11/2015,BlockParty,Block Party,07/12/2015,,1160666.0,1924562.0,41.948694515,-87.68482104700001,"(41.94869451535878, -87.68482104729902)",Full,3700.0,3757.0,N,BELL
437,1700,1700,46223121598,DOT_SE,DOT_SE,10/03/2015,BlockParty,Block Party,10/05/2015,,1143660.0,1914222.0,41.920658184000004,-87.747589996,"(41.92065818432897, -87.74758999589132)",Full,2200.0,2259.0,N,LA CROSSE
446,1741,1741,46022819406,DOT_SE,DOT_SE,07/26/2015,BlockParty,Block Party,07/27/2015,,1170044.0,1873352.0,41.807971013,-87.651844314,"(41.807971012741525, -87.65184431418962)",Full,1036.0,1099.0,W,47TH
491,1935,1935,45811917133,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1182489.0,1846160.0,41.733075586999995,-87.60704117899998,"(41.73307558708288, -87.60704117916794)",Full,700.0,799.0,E,89TH
526,2072,2072,45860617666,DOT_SE,DOT_SE,06/20/2015,BlockParty,Block Party,06/21/2015,,1147506.0,1905665.0,41.897104022,-87.73367885200001,"(41.89710402152812, -87.73367885167518)",Full,900.0,999.0,N,KILDARE
542,2149,2149,618759245832,DOT_PWO,DOT_PWO,12/29/2015,GenOpening,Opening in the Public Way,,,1160397.0,1874994.0,41.812682097,-87.687179339,"(41.81268209741857, -87.6871793387973)",Curblane,4438.0,4438.0,S,CAMPBELL
543,2150,2150,45978918919,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1146882.0,1940245.0,41.992006855,-87.735083927,"(41.99200685471498, -87.73508392680354)",Full,6100.0,6199.0,N,TRIPP
569,2268,2268,46222921596,DOT_SE,DOT_SE,09/19/2015,BlockParty,Block Party,09/20/2015,,1136786.0,1906758.0,41.90030162,-87.77302914200001,"(41.90030162017267, -87.77302914151086)",Full,1100.0,1159.0,N,MAYFIELD
615,2447,2447,45868317742,DOT_SE,DOT_SE,06/13/2015,BlockParty,Block Party,06/14/2015,,1166010.0,1890853.0,41.856081928,-87.66614042399998,"(41.85608192808982, -87.66614042363922)",Full,1600.0,1699.0,W,19TH
679,2731,2731,46096720211,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1166660.0,1934695.0,41.976374527,-87.662495763,"(41.976374526954125, -87.66249576342143)",Full,5200.0,5299.0,N,LAKEWOOD
721,2860,2860,45972618854,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1128723.0,1941005.0,41.994419375999996,-87.80186263,"(41.99441937621259, -87.80186263031194)",Full,6207.0,6299.0,N,SAYRE
748,2959,2959,45897018063,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1142536.0,1869626.0,41.79830237,-87.752828489,"(41.798302370294635, -87.7528284886464)",Full,5200.0,5259.0,S,LARAMIE
759,3006,3006,619305246169,DOT_PWO,DOT_PWO,12/25/2015,GenOpening,Opening in the Public Way,,,1145014.0,1910265.0,41.909774021,-87.74271788600002,"(41.90977402140208, -87.74271788645795)",Curblane,4632.0,4632.0,W,NORTH
771,3046,3046,45630715289,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1152033.0,1853168.0,41.752958061,-87.718433731,"(41.75295806126064, -87.71843373098004)",Full,3800.0,3899.0,W,77TH
783,3104,3104,45809217105,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1173748.0,1848440.0,41.739529238,-87.638995185,"(41.73952923794297, -87.63899518528119)",Full,8500.0,8599.0,S,WALLACE
795,3153,3153,45888117968,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1153887.0,1833195.0,41.698109661,-87.712168565,"(41.69810966083746, -87.71216856513519)",Full,10716.0,10799.0,S,MILLARD
807,3196,3196,45725216250,DOT_SE,DOT_SE,05/25/2015,BlockParty,Block Party,05/26/2015,,1169197.0,1853038.0,41.752245230999996,-87.655538035,"(41.752245230690285, -87.65553803528262)",Full,7800.0,7899.0,S,THROOP
892,3507,3507,46040119592,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1158164.0,1833567.0,41.69904726,-87.69649573,"(41.69904726039853, -87.69649573040292)",Full,3000.0,3099.0,W,107TH
904,3571,3571,45760316605,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1142440.0,1862291.0,41.778173650999996,-87.75336415299999,"(41.77817365064876, -87.7533641533951)",Full,6300.0,6399.0,S,LATROBE
915,3600,3600,46200721337,DOT_SE,DOT_SE,09/26/2015,BlockParty,Block Party,09/27/2015,,1163029.0,1922965.0,41.944263466,-87.676180604,"(41.94426346636428, -87.67618060435639)",Full,1900.0,1999.0,W,NEWPORT
944,3721,3721,45841317454,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1176937.0,1830053.0,41.689002525999996,-87.62786284200001,"(41.68900252579145, -87.62786284233933)",Full,200.0,299.0,W,113TH
963,3801,3801,45936018467,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1153386.0,1909800.0,41.908334833000005,-87.71197329299999,"(41.90833483347344, -87.71197329260607)",Full,3400.0,3455.0,W,LE MOYNE
969,3822,3822,46247821868,DOT_SE,DOT_SE,10/03/2015,BlockParty,Block Party,10/05/2015,,1165948.0,1839001.0,41.713796253000005,-87.667841185,"(41.71379625287431, -87.66784118502426)",Full,9900.0,9999.0,S,WALDEN
1025,4062,4062,614478243940,DOT_PWO,DOT_PWO,12/14/2015,GenOpening,Opening in the Public Way,,,1167980.0,1830065.0,41.689230273,-87.660656616,"(41.68923027268686, -87.66065661619668)",Curblane,11235.0,11235.0,S,ASHLAND
1032,4092,4092,46186121177,DOT_SE,DOT_SE,09/05/2015,BlockParty,Block Party,09/06/2015,,1154314.0,1854589.0,41.756811144000004,-87.710037579,"(41.75681114412183, -87.71003757897911)",Full,3501.0,3553.0,W,75TH
1161,4508,4508,45947818595,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1146056.0,1852445.0,41.751088966,-87.740353773,"(41.751088966051, -87.74035377329756)",Full,7758.0,7759.0,S,KEATING
1169,4543,4543,45751616519,DOT_SE,DOT_SE,09/05/2015,BlockParty,Block Party,09/06/2015,,1142191.0,1930160.0,41.964421815,-87.7525938,"(41.96442181506352, -87.7525938004518)",Full,5000.0,5029.0,W,WILSON
1174,4568,4568,45955618674,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1154428.0,1885833.0,41.842547911,-87.708787469,"(41.842547911353996, -87.70878746881148)",Full,2700.0,2759.0,S,CHRISTIANA
1237,4844,4844,45727516273,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1158254.0,1868680.0,41.79540054,-87.69521339799999,"(41.7954005401935, -87.69521339830781)",Full,5400.0,5499.0,S,MOZART
1241,4865,4865,45660515588,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1168225.0,1844367.0,41.728472835,-87.659347196,"(41.72847283547404, -87.65934719573258)",Full,9100.0,9199.0,S,BISHOP
1270,5000,5000,45840917450,DOT_SE,DOT_SE,07/30/2015,BlockParty,Block Party,07/31/2015,,1172987.0,1829958.0,41.688829404,-87.64232803,"(41.68882940421052, -87.64232802954251)",Full,800.0,899.0,W,113TH
1275,5017,5017,61271269563,DOT_OCC,DOT_OCC,12/09/2015,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment",,,1138555.0,1940351.0,41.992451455,-87.76571243299999,"(41.99245145455739, -87.7657124329971)",Full,6140.0,6184.0,N,PRESCOTT
1298,5121,5121,46146720742,DOT_SE,DOT_SE,09/05/2015,BlockParty,Block Party,09/06/2015,,1139076.0,1911441.0,41.913110532,-87.76450262899998,"(41.91311053221746, -87.76450262920747)",Full,1800.0,1899.0,N,LUNA
1322,5246,5246,619329246128,DOT_PWO,DOT_PWO,12/25/2015,GenOpening,Opening in the Public Way,,,1165854.0,1878895.0,41.823271496,-87.667054924,"(41.823271495711715, -87.66705492396558)",Curblane,1640.0,1640.0,W,PERSHING
1394,5482,5482,46175421058,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1193364.0,1846459.0,41.73363626,-87.567190024,"(41.73363625995175, -87.56719002363698)",Full,2324.0,2374.0,E,89TH
1493,5896,5896,45754816550,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1163152.0,1935601.0,41.978933939,-87.67536939899998,"(41.97893393863622, -87.67536939890864)",Full,1808.0,1899.0,W,SUMMERDALE
1494,5904,5904,45921218313,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1132823.0,1861381.0,41.775850523,-87.78864287799999,"(41.775850523371275, -87.78864287782638)",Full,6700.0,6799.0,W,64TH
1510,5976,5976,45900918103,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1138023.0,1909434.0,41.907623066,-87.768421049,"(41.90762306594144, -87.7684210487984)",Full,1500.0,1599.0,N,WALLER
1529,6069,6069,45727816276,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1153206.0,1846999.0,41.736004931,-87.714296945,"(41.736004931386645, -87.71429694481232)",Full,3700.0,3799.0,W,86TH
1569,6255,6255,45880917885,DOT_SE,DOT_SE,06/20/2015,BlockParty,Block Party,06/21/2015,,1190322.0,1860901.0,41.773341421,-87.57786974700001,"(41.77334142067066, -87.57786974737809)",Full,6700.0,6799.0,S,EUCLID
1583,6287,6287,46198221313,DOT_SE,DOT_SE,09/05/2015,BlockParty,Block Party,09/06/2015,,1203794.0,1834587.0,41.700797716,-87.52938899899998,"(41.700797716378695, -87.52938899940452)",Full,10700.0,10799.0,S,AVENUE E
1606,6387,6387,46024519423,DOT_SE,DOT_SE,08/02/2015,BlockParty,Block Party,08/03/2015,,1126505.0,1935284.0,41.978758031999995,-87.81015122299999,"(41.97875803228307, -87.81015122328793)",Full,5414.0,5484.0,N,OCTAVIA
1613,6423,6423,46197721308,DOT_SE,DOT_SE,10/24/2015,BlockParty,Block Party,10/25/2015,,1165838.0,1940665.0,41.992774307,-87.665348263,"(41.992774306949016, -87.6653482626504)",Full,1400.0,1499.0,W,GLENLAKE
1654,6587,6587,614681243993,DOT_PWO,DOT_PWO,12/15/2015,GenOpening,Opening in the Public Way,,,1145851.0,1910453.0,41.910274715,-87.73963541,"(41.91027471482065, -87.73963541032444)",Curblane,1617.0,1617.0,N,KOLMAR
1706,6804,6804,45701916001,DOT_SE,DOT_SE,07/11/2015,BlockParty,Block Party,07/12/2015,,1162932.0,1931269.0,41.967051461,-87.67630352299999,"(41.96705146144122, -87.67630352266065)",Full,4700.0,4799.0,N,WOLCOTT
1732,6932,6932,46016219340,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1138110.0,1931064.0,41.966976396999996,-87.767573787,"(41.96697639728353, -87.7675737873981)",Full,5600.0,5659.0,W,GIDDINGS
1846,7345,7345,45784616850,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1160429.0,1932534.0,41.970575023,-87.685469509,"(41.97057502306463, -87.68546950879596)",Full,4900.0,4999.0,N,BELL
1903,7563,7563,613774243220,DOT_PWO,DOT_PWO,12/11/2015,GenOpening,Opening in the Public Way,,,1153286.0,1834686.0,41.702214598000005,-87.714329995,"(41.70221459826431, -87.7143299953137)",Curblane,3721.0,3721.0,W,105TH
1911,7602,7602,46113120388,DOT_SE,DOT_SE,08/23/2015,BlockParty,Block Party,08/24/2015,,1194835.0,1853717.0,41.75351692,-87.561565267,"(41.75351692038232, -87.56156526657476)",Full,7800.0,7899.0,S,COLFAX
1942,7721,7721,46069719910,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1182232.0,1864694.0,41.783940297,-87.60741020200001,"(41.78394029700259, -87.60741020181423)",Full,6100.0,6156.0,S,EVANS
1951,7774,7774,45785716861,DOT_SE,DOT_SE,06/05/2015,BlockParty,Block Party,06/06/2015,,1159358.0,1888678.0,41.850253238,-87.69061752200001,"(41.850253238415405, -87.6906175216417)",Full,2600.0,2699.0,W,23RD
1953,7783,7783,614626243989,DOT_PWO,DOT_PWO,12/11/2015,GenOpening,Opening in the Public Way,,,1166452.0,1851290.0,41.747509691,-87.665645648,"(41.74750969094181, -87.66564564758487)",Curblane,8033.0,8033.0,S,PAULINA
1956,7794,7794,45776016764,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1134559.0,1927312.0,41.956744434,-87.78072090799999,"(41.95674443360363, -87.78072090769285)",Full,4200.0,4299.0,N,MOODY
1983,7919,7919,46033319516,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1149813.0,1884367.0,41.838614971999995,-87.725760814,"(41.838614972185816, -87.72576081382405)",Full,3000.0,3059.0,S,KOMENSKY
2032,8153,8153,45937618488,DOT_SE,DOT_SE,07/08/2015,BlockParty,Block Party,07/09/2015,,1151100.0,1889715.0,41.853264365,-87.720898635,"(41.8532643646659, -87.72089863483038)",Full,2101.0,2184.0,S,AVERS
2042,8198,8198,619881246397,DOT_PWO,DOT_PWO,12/31/2015,GenOpening,Opening in the Public Way,,,1192116.0,1843684.0,41.726052531,-87.57185409,"(41.72605253065827, -87.57185408989245)",Curblane,2125.0,2125.0,E,93RD
2062,8272,8272,45703016012,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1125984.0,1936709.0,41.982678091,-87.81203412100002,"(41.982678090501615, -87.81203412147302)",Full,5600.0,5699.0,N,OKETO
2064,8281,8281,46240821798,DOT_SE,DOT_SE,10/03/2015,BlockParty,Block Party,10/05/2015,,1168409.0,1902808.0,41.888838409,-87.656990726,"(41.88883840900725, -87.65699072636001)",Full,1201.0,1299.0,W,KINZIE
2083,8359,8359,45792716937,DOT_SE,DOT_SE,06/12/2015,BlockParty,Block Party,06/13/2015,,1167873.0,1935394.0,41.978266834,-87.658014351,"(41.978266833819, -87.65801435112682)",Full,5300.0,5399.0,N,WINTHROP
2115,8500,8500,617984245523,DOT_PWO,DOT_PWO,12/19/2015,GenOpening,Opening in the Public Way,,,1172575.0,1845857.0,41.732466281,-87.64336874600002,"(41.7324662808496, -87.643368745682)",Curblane,8901.0,8901.0,S,HALSTED
2134,8560,8560,46009719260,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1150509.0,1865544.0,41.786948773,-87.72369826799999,"(41.78694877288421, -87.7236982678324)",Full,4000.0,4059.0,W,58TH
2139,8577,8577,45706316045,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1179769.0,1853996.0,41.754641094,-87.616767868,"(41.754641093876934, -87.6167678678203)",Full,7700.0,7799.0,S,CALUMET
2148,8602,8602,45750116504,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1174532.0,1832576.0,41.695978284,-87.636594345,"(41.695978283789024, -87.63659434530454)",Full,10900.0,10999.0,S,PARNELL
2243,8996,8996,45740516405,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1178605.0,1821084.0,41.664350415,-87.622028802,"(41.66435041484517, -87.62202880194995)",Full,1.0,99.0,E,126TH
2258,9053,9053,45722116218,DOT_SE,DOT_SE,06/20/2015,BlockParty,Block Party,06/21/2015,,1148807.0,1861192.0,41.775037979000004,-87.730049334,"(41.77503797925776, -87.73004933431119)",Full,4300.0,4399.0,W,65TH
2347,9357,9357,45842917470,DOT_SE,DOT_SE,06/06/2015,BlockParty,Block Party,06/07/2015,,1183327.0,1851516.0,41.747751373,-87.603805491,"(41.74775137255208, -87.60380549091627)",Full,832.0,899.0,E,81ST
2350,9363,9363,45799717006,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1159504.0,1907276.0,41.901284568,-87.689568819,"(41.901284567743886, -87.6895688188969)",Full,2500.0,2599.0,W,THOMAS
2424,9620,9620,46217121518,DOT_SE,DOT_SE,09/19/2015,BlockParty,Block Party,09/20/2015,,1185463.0,1843512.0,41.725738849,-87.59623053,"(41.72573884947829, -87.59623053026208)",Full,9300.0,9315.0,S,UNIVERSITY
2433,9653,9653,45949818616,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1149377.0,1863787.0,41.782147723,-87.72789156,"(41.782147723033304, -87.7278915597063)",Full,6100.0,6159.0,S,KEELER
2477,9782,9782,45850617551,DOT_SE,DOT_SE,06/10/2015,BlockParty,Block Party,06/11/2015,,1185262.0,1841032.0,41.71893839,-87.597044724,"(41.718938390467606, -87.59704472426769)",Full,1100.0,1199.0,E,97TH
2536,9994,9994,46154520823,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1153582.0,1928431.0,41.959456612,-87.71075570299999,"(41.95945661214502, -87.71075570259707)",Full,3300.0,3399.0,W,CULLOM
2565,10104,10104,45897418066,DOT_SE,DOT_SE,07/18/2015,BlockParty,Block Party,07/19/2015,,1184260.0,1853536.0,41.753272683,-87.600321684,"(41.75327268349549, -87.6003216835645)",Full,1000.0,1030.0,E,78TH
2594,10195,10195,46133120601,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1170042.0,1862333.0,41.777734765,-87.65216935,"(41.77773476497909, -87.652169349511)",Full,6400.0,6499.0,S,ABERDEEN
2636,10367,10367,46112320379,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1147225.0,1917563.0,41.929758094,-87.73440891700001,"(41.92975809367539, -87.73440891685934)",Full,4301.0,4359.0,W,SCHUBERT
2664,10503,10503,45983218962,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1170283.0,1865655.0,41.786845997,-87.651192389,"(41.786845997048516, -87.65119238930536)",Full,5900.0,5999.0,S,CARPENTER
2691,10588,10588,5937662703,DOT_OCC,DOT_OCC,03/01/2015,StClosure,Street Closure,12/07/2015,,1196810.0,1818360.0,41.656445235,-87.555498916,"(41.656445235406544, -87.55549891570075)",Full,13131.0,13199.0,S,MANISTEE
2693,10597,10597,45692015901,DOT_SE,DOT_SE,06/20/2015,BlockParty,Block Party,06/21/2015,,1165166.0,1940977.0,41.9936448,-87.667812385,"(41.99364480025862, -87.6678123849824)",Full,1500.0,1599.0,W,HOOD
2717,10674,10674,46029119469,DOT_SE,DOT_SE,08/15/2015,BlockParty,Block Party,08/16/2015,,1142369.0,1923198.0,41.945313859,-87.752109978,"(41.94531385875391, -87.75210997773489)",Full,5000.0,5160.0,W,EDDY
2809,11049,11049,45867817737,DOT_SE,DOT_SE,07/18/2015,BlockParty,Block Party,07/19/2015,,1147772.0,1886355.0,41.844110197,-87.73319926100002,"(41.84411019727897, -87.73319926103817)",Full,2600.0,2699.0,S,KOLIN
2836,11139,11139,45645115436,DOT_SE,DOT_SE,07/11/2015,BlockParty,Block Party,07/12/2015,,1135911.0,1926679.0,41.954982181,-87.77576471399998,"(41.95498218143394, -87.77576471352678)",Full,4100.0,4199.0,N,MASON
2875,11309,11309,46017019348,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1160404.0,1947973.0,42.012941360999996,-87.68513129799999,"(42.012941361114464, -87.68513129772305)",Full,7222.0,7258.0,N,HAMILTON
2906,11432,11432,45724916246,DOT_SE,DOT_SE,06/21/2015,BlockParty,Block Party,06/22/2015,,1157075.0,1949012.0,42.0158604,-87.69735273399998,"(42.01586039993101, -87.69735273368687)",Full,2700.0,2799.0,W,JARVIS
2926,11491,11491,617798245419,DOT_PWO,DOT_PWO,12/22/2015,GenOpening,Opening in the Public Way,,,1131229.0,1869210.0,41.797362621,-87.79430591399998,"(41.79736262102577, -87.79430591357333)",Curblane,5208.0,5208.0,S,NEW ENGLAND
2932,11518,11518,45919718298,DOT_SE,DOT_SE,07/08/2015,BlockParty,Block Party,07/09/2015,,1151343.0,1889603.0,41.85295257,-87.720008461,"(41.852952570146556, -87.72000846124165)",Full,3800.0,3899.0,W,OGDEN
2934,11523,11523,45791416923,DOT_SE,DOT_SE,06/12/2015,BlockParty,Block Party,06/13/2015,,1176977.0,1877791.0,41.81999972,-87.62627991,"(41.81999971964221, -87.62627990976529)",Full,1.0,43.0,E,41ST
2938,11539,11539,45890317989,DOT_SE,DOT_SE,06/27/2015,BlockParty,Block Party,06/28/2015,,1146026.0,1900149.0,41.881994634,-87.739256794,"(41.88199463404697, -87.73925679414837)",Full,4530.0,4599.0,W,WASHINGTON
2975,11691,11691,45645915444,DOT_SE,DOT_SE,09/26/2015,BlockParty,Block Party,09/27/2015,,1160608.0,1926551.0,41.954156119000004,-87.684977714,"(41.954156118715645, -87.68497771356843)",Full,4000.0,4099.0,N,BELL
2977,11700,11700,45678115762,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1140462.0,1898515.0,41.877615848000005,-87.759726375,"(41.87761584780536, -87.75972637498464)",Full,5400.0,5499.0,W,QUINCY
2978,11705,11705,45892918015,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1153779.0,1896865.0,41.872832222,-87.710876024,"(41.87283222182616, -87.71087602360284)",Full,3400.0,3499.0,W,FLOURNOY
2997,11788,11788,45764516648,DOT_SE,DOT_SE,05/16/2015,BlockParty,Block Party,05/17/2015,,1166285.0,1943848.0,42.001498608,-87.663610334,"(42.001498607585326, -87.66361033404576)",Full,1300.0,1399.0,W,LOYOLA
3016,11882,11882,45754716549,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1170874.0,1890653.0,41.85543042,-87.648292055,"(41.85543041987709, -87.64829205543937)",Full,900.0,1000.0,W,CULLERTON
3023,11928,11928,45860517665,DOT_SE,DOT_SE,06/13/2015,BlockParty,Block Party,06/14/2015,,1168791.0,1847700.0,41.737608153000004,-87.657179655,"(41.737608152568725, -87.65717965491396)",Full,8600.0,8699.0,S,ADA
3032,11962,11962,617587245253,DOT_PWO,DOT_PWO,12/22/2015,GenOpening,Opening in the Public Way,,,1168557.0,1870328.0,41.799706264,-87.657385262,"(41.79970626417594, -87.65738526194822)",Curblane,1258.0,1258.0,W,52ND
3036,11973,11973,45855217612,DOT_SE,DOT_SE,07/04/2015,BlockParty,Block Party,07/05/2015,,1163296.0,1891114.0,41.856855803,-87.67609414200001,"(41.856855803244656, -87.67609414221592)",Full,2000.0,2099.0,W,18TH
3056,12064,12064,45875517816,DOT_SE,DOT_SE,07/25/2015,BlockParty,Block Party,07/26/2015,,1140334.0,1941669.0,41.99603725,-87.759135424,"(41.99603724960252, -87.75913542379257)",Full,6300.0,6399.0,N,NAVAJO
3103,12287,12287,45782216825,DOT_SE,DOT_SE,05/23/2015,BlockParty,Block Party,05/24/2015,,1148871.0,1930693.0,41.965757141,-87.728017015,"(41.965757140601305, -87.72801701469407)",Full,4000.0,4031.0,W,EASTWOOD
3120,12364,12364,46155120833,DOT_SE,DOT_SE,09/12/2015,BlockParty,Block Party,09/13/2015,,1144059.0,1940150.0,41.991799914,-87.74547047700001,"(41.99179991352375, -87.74547047664208)",Full,6100.0,6199.0,N,KILPATRICK
3131,12412,12412,618758245856,DOT_PWO,DOT_PWO,12/24/2015,GenOpening,Opening in the Public Way,,,1156996.0,1914729.0,41.921787947,-87.698578109,"(41.92178794733622, -87.6985781090473)",Curblane,2832.0,2832.0,W,PALMER
3137,12444,12444,6139321683,DOT_PWO,DOT_PWO,12/11/2015,Restorat,Restoration,05/24/2016,,1164073.0,1825643.0,41.677179291,-87.67508062600002,"(41.67717929139948, -87.67508062573434)",Curblane,2145.0,2210.0,W,119TH
3156,12504,12504,45843817479,DOT_SE,DOT_SE,08/22/2015,BlockParty,Block Party,08/23/2015,,1168524.0,1823868.0,41.672213356,-87.658842581,"(41.67221335626338, -87.65884258107555)",Full,1500.0,1599.0,W,122ND
3172,12568,12568,45706816050,DOT_SE,DOT_SE,08/01/2015,BlockParty,Block Party,08/02/2015,,1164691.0,1912087.0,41.914379063,-87.670380921,"(41.91437906336709, -87.6703809207041)",Full,1800.0,1899.0,N,PAULINA
3205,12685,12685,45674915729,DOT_SE,DOT_SE,08/08/2015,BlockParty,Block Party,08/09/2015,,1147476.0,1907023.0,41.900831532,-87.73375625899997,"(41.90083153181773, -87.7337562593696)",Full,4300.0,4399.0,W,THOMAS
3228,12755,12755,615011244202,DOT_PWO,DOT_PWO,12/15/2015,GenOpening,Opening in the Public Way,05/10/2016,,1173348.0,1820672.0,41.663338886999995,-87.64127765,"(41.663338886782476, -87.64127764955239)",Curblane,12659.0,12659.0,S,HALSTED
3253,12840,12840,46047719682,DOT_SE,DOT_SE,08/29/2015,BlockParty,Block Party,08/30/2015,,1160518.0,1912855.0,41.916574691,-87.68569060200001,"(41.916574690982266, -87.68569060187588)",Full,1930.0,1961.0,N,WILMOT
