ticket_number,issue_date,violation_location,license_plate_number,license_plate_state,license_plate_type,zipcode,violation_code,violation_description,unit,unit_description,vehicle_make,fine_level1_amount,fine_level2_amount,current_amount_due,total_payments,ticket_queue,ticket_queue_date,notice_level,notice_number,hearing_disposition,officer,year,month,hour
7000004470,2003-11-03 04:08:00,5500 S WESTERN AVE S,f097309c90a5618c8e94c2be2226164e9295e082b9dc99c79f1c97b070df12f0,IL,PAS,60622,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,180,Paid,2005-08-05 00:00:00,SEIZ,5021630390,"",RDFX,2003,11,4
7000004191,2003-11-03 06:20:00,5500 S WESTERN AVE S,70c5e6f775af7038de66350664a5823407b7b90d5af7d6d1b783a44836ba55ec,IL,PAS,60629,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-11-26 00:00:00,VIOL,5046657000,"",RDFX,2003,11,6
7000004192,2003-11-03 06:32:00,5500 S WESTERN AVE S,22d6ffc5ce329d7aeecba59fc216c2dc155c4fe4aa755999387a7db651647c96,IL,PAS,60643,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,180,Paid,2004-01-30 00:00:00,SEIZ,5015622100,"",RDFX,2003,11,6
7000004471,2003-11-03 06:36:00,2400 W 55TH STREET E,09c9535730705fa75ef99fb72202d8c286f00bcf3bcf826985f8099565d20152,IL,PAS,60632,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-12 00:00:00,VIOL,5046827250,"",RDFX,2003,11,6
7000004472,2003-11-03 06:52:00,5500 S WESTERN AVE S,b56f8847c549051841aca20c8bb4d25c0cd00e0d18ce11ec1ab80d57d8648ecc,IL,PAS,60458,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-09 00:00:00,VIOL,5046731350,"",RDFX,2003,11,6
7000004473,2003-11-03 06:53:00,2400 W 55TH STREET E,e6ac437194c1b839a03dc68c4d69ee87019b0872bb5ce7846d82f95b25b2bab8,IL,PAS,60631,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,219.6,0,Notice,2003-11-19 00:00:00,SEIZ,5046827260,"",RDFX,2003,11,6
7000004193,2003-11-03 06:57:00,2400 W 55TH STREET E,e8cdf53252581a3dd3769346363c688f2be1e49e38247fa98e21790e5e2613f6,IL,PAS,60804,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,219.6,0,Notice,2003-11-12 00:00:00,SEIZ,5040773090,"",RDFX,2003,11,6
7000004474,2003-11-03 07:18:00,5500 S WESTERN AVE S,8f102ded14ec74652c8a83b12aeedfa22fcd7af075df770b8773cbc0c0518551,IL,PAS,60419,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-29 00:00:00,DETR,5046731360,"",RDFX,2003,11,7
7000004475,2003-11-03 07:40:00,5500 S WESTERN AVE S,b3bcfad659f351f9834d5a04ec6dc8663c2ff8d130ac43b230ad58ae45ffdeb9,IL,PAS,60624,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,180,Paid,2004-02-26 00:00:00,FINL,5016114830,"",RDFX,2003,11,7
7000004476,2003-11-03 08:09:00,5500 S WESTERN AVE S,8974dab9c0e1b1fc3e970fbb649e4eb80374699494e11ef4c6e2b86ed6e5233c,IL,PAS,60459,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,180,Paid,2004-11-03 00:00:00,FINL,5046731370,"",RDFX,2003,11,8
7000006247,2003-11-03 08:26:00,2400 W 55TH STREET E,f91bb901866183ba397ecf1245a1e10eda6b67d753feac5c0c170afcd19b7c1d,IL,ENV,604488962,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,180,Paid,2008-06-09 00:00:00,FINL,5052877140,"",RDFX,2003,11,8
7000004194,2003-11-03 08:39:00,2400 W 55TH STREET E,b0e5f12b4eec46972996385c446dfc1c607b8418b9ee4461ed92d83b2ae61749,IL,PAS,60453,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,180,Paid,2005-08-08 00:00:00,SEIZ,5016139420,"",RDFX,2003,11,8
7000004195,2003-11-03 08:53:00,2400 W 55TH STREET E,e5ee3cdc7e952ff5e8170123eafdce36861d8282b6dfa26578eabed5737e03e1,IL,PAS,60652,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-24 00:00:00,DETR,5046587610,"",RDFX,2003,11,8
7000004478,2003-11-03 09:17:00,5500 S WESTERN AVE S,ad2068bf071ffe5eafb44316fcdd60dded61f12bd6e506041d13793d7d9ba99a,IL,PAS,60632,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,180,Paid,2008-11-21 00:00:00,SEIZ,5046827270,"",RDFX,2003,11,9
7000004198,2003-11-03 09:22:00,2400 W 55TH STREET E,2ad8c1199679063351d0e98538d55dcc01ec75d9c7deb15674b0627ed33b702c,IL,PAS,60629,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-10 00:00:00,DETR,5046587620,"",RDFX,2003,11,9
7000004199,2003-11-03 09:51:00,5500 S WESTERN AVE S,b071f0d01a641fc118d1bf514faaaf3433ae1889f0300bc4f9d0f454387af731,IL,TMP,60644,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-03 00:00:00,VIOL,5046657010,"",RDFX,2003,11,9
7000004202,2003-11-03 09:56:00,5500 S WESTERN AVE S,11639ccaa4ff64d1ff86ed40f9a946d39fd07aaf1c4b480cb208e68e6957535c,IL,PAS,60645,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-31 00:00:00,DETR,5045887650,"",RDFX,2003,11,9
7000004204,2003-11-03 11:13:00,5500 S WESTERN AVE S,5e3fe92d9e760a1acb8dc599500f6bc07422cf5c34cebbe3010437320791f31f,IL,PAS,60632,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-22 00:00:00,DETR,5024192780,"",RDFX,2003,11,11
7000004205,2003-11-03 11:20:00,5500 S WESTERN AVE S,9d7d188b91390128835c1e16d3d218f589cfea30031346f0f87899908fa05833,IL,PAS,60099,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-04 00:00:00,VIOL,5046150860,"",RDFX,2003,11,11
7000004206,2003-11-03 11:24:00,5500 S WESTERN AVE S,d59f95d77a2395258c2f5ebcda4a742e6dfb8cbec4942d6b30eca4151cc98bb7,IL,PAS,60626,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-10 00:00:00,DETR,5014360370,"",RDFX,2003,11,11
7000004207,2003-11-03 11:27:00,5500 S WESTERN AVE S,a4edecd79d19a180fe47dd0eeefb2ad695d315f87f93ca6b6cb71215dd494fc9,IL,PAS,60629,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2004-01-09 00:00:00,FINL,5013347930,"",RDFX,2003,11,11
7000004208,2003-11-03 11:53:00,2400 W 55TH STREET E,0eebbd54274a8e7891f4625a0084bd21117bee1b7f56f6139725e7a32fda76a9,IL,PAS,60621,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-04 00:00:00,VIOL,5046610760,"",RDFX,2003,11,11
7000004209,2003-11-03 12:01:00,5500 S WESTERN AVE S,b0bb9e32ddf17c31aac131a2c9818f59a55bc3147fc7734b2f00ff3345fc39dd,IL,PAS,60625,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,219.6,0,Notice,2003-11-12 00:00:00,SEIZ,5043731010,"",RDFX,2003,11,24
7000004210,2003-11-03 12:14:00,5500 S WESTERN AVE S,50eee5b469d121de0be306bb22d86a55308aa2b45f220d1fb9168dcfc1132b73,IL,PAS,60636,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,219.6,0,Notice,2003-11-12 00:00:00,SEIZ,5018833440,"",RDFX,2003,11,24
7000004211,2003-11-03 12:28:00,5500 S WESTERN AVE S,140709c8b3075085da29adffd18a4243be557a021b55272d0b69b2aecb96d9f8,IL,PAS,60459,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,180,Paid,2006-01-11 00:00:00,SEIZ,5046610770,"",RDFX,2003,11,24
7000004212,2003-11-03 12:29:00,2400 W 55TH STREET E,109fff16e638a87a2f3e5269b16867a94803500d0fb256f8b480f32df08e984e,IL,PAS,60666,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,170,Paid,2008-11-27 00:00:00,FINL,5046678180,"",RDFX,2003,11,24
7000004213,2003-11-03 12:42:00,5500 S WESTERN AVE S,5699f934817216907a93a20d47d419766cd8bce18263062562592d9680749755,IL,PAS,60612,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,180,Paid,2005-01-03 00:00:00,FINL,5046610780,"",RDFX,2003,11,24
7000004404,2003-11-03 13:19:00,5500 S WESTERN AVE S,5aa863569edf3135873d57b6058a54144b57a7a0b0040a1445678a1ee24fd2a1,IL,TRK,60608,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2015-11-15 00:00:00,FINL,5046827080,"",RDFX,2003,11,13
7000004216,2003-11-03 13:49:00,2400 W 55TH STREET E,368982928c8175d67f0415db9a2b553e5abadd5870464bd3d0fb560d42165a0b,IL,PAS,60629,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,219.6,0,Notice,2003-11-12 00:00:00,FINL,5046678190,"",RDFX,2003,11,13
7000004217,2003-11-03 13:57:00,5500 S WESTERN AVE S,c0d9d25a2166e541df059e9e2bdcb5acfe56e1f09eed47cbafb9526697e51846,IL,PAS,60609,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-04 00:00:00,VIOL,5046678200,"",RDFX,2003,11,13
7000004219,2003-11-03 14:23:00,2400 W 55TH STREET E,c0b552b4725f449d91e2c51f31dcc5446aa321b23c9a549c0c72fcdbe700d0e6,IL,PAS,60629,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-09 00:00:00,DETR,5045510770,"",RDFX,2003,11,14
7000004218,2003-11-03 14:23:00,5500 S WESTERN AVE S,bdb49f2f92c53118a3314056ddf9a120e2a239079f115e3ba29b0ad5533f7f5c,IL,PAS,60643,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,180,Paid,2004-01-14 00:00:00,FINL,5046610790,"",RDFX,2003,11,14
7000004220,2003-11-03 14:27:00,5500 S WESTERN AVE S,ca023eebdaa8595e6a1d016189ce131d5d33b7812a295570c724badca9f7a444,IL,TMP,60478,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,219.6,0,Notice,2003-11-12 00:00:00,SEIZ,5046660230,"",RDFX,2003,11,14
7000004221,2003-11-03 14:41:00,2400 W 55TH STREET E,da0264bcc2346a5e97644e63ab90889ffe892da94ef4dc585dcafb4b47b055dd,IL,PAS,60506,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-10 00:00:00,DETR,5046678210,"",RDFX,2003,11,14
7000004222,2003-11-03 14:43:00,5500 S WESTERN AVE S,19ef4b643052b7c194eb48d4a3701ca63da9007581093ff045a1cd81a691323e,IL,PAS,60623,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,180,Paid,2004-01-29 00:00:00,FINL,5045376550,"",RDFX,2003,11,14
7000004223,2003-11-03 14:57:00,5500 S WESTERN AVE S,b79a6cd4fbdbac0fbcb6fc2fdefcf12e8033d4240a3d23befe399f93e4d4f01b,IL,PAS,60632,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,180,Paid,2006-04-24 00:00:00,SEIZ,5021467870,"",RDFX,2003,11,14
7000004224,2003-11-03 15:43:00,2400 W 55TH STREET E,e9ef087f7de5b386097f30dfdab8375233104a1babee3fa7bf2c28e5fa4b8b51,IL,PAS,60636,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,219.6,0,Notice,2003-11-12 00:00:00,FINL,5046678220,"",RDFX,2003,11,15
7000004225,2003-11-03 15:46:00,5500 S WESTERN AVE S,139fe92dcd456a3ba6cad88187b15a4d906d4826c8a5238763558a4241f61d66,IL,PAS,60652,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,180,Paid,2004-07-02 00:00:00,SEIZ,5041810880,"",RDFX,2003,11,15
7000004226,2003-11-03 16:06:00,5500 S WESTERN AVE S,4502b5f865e98ce10ca83c07dff9f67ec86e91ffb9e2b500f3464f38c51798e2,IL,PAS,60625,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-11 00:00:00,DETR,5045612750,"",RDFX,2003,11,16
7000004227,2003-11-03 16:09:00,5500 S WESTERN AVE S,d2765105c8e0fb892be1d8f513c8ec3443e4dfcf46c5398d58b6d61eb2f2ba70,IL,PAS,60805,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,219.6,0,Notice,2003-12-10 00:00:00,FINL,5046678230,"",RDFX,2003,11,16
7000004228,2003-11-03 16:17:00,2400 W 55TH STREET E,f51ade14d9438ee22bc69b58c495bfda188d47683e6795c024bb2c608957e3f0,IL,PAS,60632,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,219.6,0,Notice,2003-11-12 00:00:00,FINL,5046678240,"",RDFX,2003,11,16
7000004229,2003-11-03 16:20:00,5500 S WESTERN AVE S,b2ed0b481702ede45e540c8a5f01fc502e4e902b100088c50c1b986a086df478,IL,PAS,60660,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,219.6,0,Notice,2003-11-12 00:00:00,SEIZ,5044319290,"",RDFX,2003,11,16
7000004479,2003-11-03 16:26:00,5500 S WESTERN AVE S,fb264d38e1df7ebe33df8bf07594e2acca07018cda6155b7967b470958667601,IL,PAS,60619,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2004-01-07 00:00:00,DETR,5013385910,"",RDFX,2003,11,16
7000004231,2003-11-03 16:50:00,5500 S WESTERN AVE S,35bc79210517e23534843fe4447b472122f1b46f1cc3d0b16488bdb2ac0ecb6b,IL,PAS,60652,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-03 00:00:00,VIOL,5046610800,"",RDFX,2003,11,16
7000004232,2003-11-03 16:51:00,2400 W 55TH STREET E,0dd6a9a4c4e5f336902cc5801a10e55ee1c8b25756be45f22da0f913a7c64853,IL,PAS,60637,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,180,Paid,2004-01-23 00:00:00,SEIZ,5018326650,"",RDFX,2003,11,16
7000004233,2003-11-03 16:53:00,5500 S WESTERN AVE S,5f94d61551dcb5d1a0de628210f64ccbcb813c919a89c8530be74c09bff0b3a5,IL,PAS,60629,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-06 00:00:00,VIOL,5046678250,"",RDFX,2003,11,16
7000004235,2003-11-03 17:00:00,5500 S WESTERN AVE S,08408eb7e970d9a87e43dc31031a14836eb99b803a8482adfc6f208e26e21bc2,IL,PAS,60620,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-11-26 00:00:00,VIOL,5046678260,"",RDFX,2003,11,17
7000004480,2003-11-03 17:06:00,5500 S WESTERN AVE S,e91db0df0cc19f53c24ed7343bdb07255078acf20d63b6a7648b3f6858ea685e,IL,PAS,60459,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-05 00:00:00,VIOL,5046731380,"",RDFX,2003,11,17
7000004236,2003-11-03 17:17:00,5500 S WESTERN AVE S,b0daca32ebc89fb6d6672b2ab4f6a829a181dfedc1893268bbcfd3abfcf494ff,IL,PAS,60641,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-01 00:00:00,VIOL,5046678270,"",RDFX,2003,11,17
7000004237,2003-11-03 17:31:00,5500 S WESTERN AVE S,2e76620ae2156052294fb562cc95330b5b97d010223bb6b0478551d1bd14c5bd,IL,PAS,60629,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-18 00:00:00,DETR,5043568590,"",RDFX,2003,11,17
7000004238,2003-11-03 17:40:00,5500 S WESTERN AVE S,25b115ca3f526e24531cd0c8a49fe538b683a1426776f2349c527e5a3c389299,IL,PAS,60643,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,180,Paid,2005-06-04 00:00:00,FINL,5021205580,Liable,RDFX,2003,11,17
7000004239,2003-11-03 17:42:00,5500 S WESTERN AVE S,2f35e3ffaaa6c6bb1c64f459386df4aae3015fae5da0137665a8fd4dd5d01ac8,IL,PAS,60629,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-04 00:00:00,VIOL,5046678280,"",RDFX,2003,11,17
7000004481,2003-11-03 18:01:00,5500 S WESTERN AVE S,9e9d96e12b167629b14d4d0c33475492f05cb38abcc723db6b6f430dca688f9b,IL,PAS,60629,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,180,0,Notice,2017-07-05 00:00:00,DLS,5013201610,"",RDFX,2003,11,18
7000004240,2003-11-03 18:24:00,5500 S WESTERN AVE S,0961173c66a7b69b01532a0a09e03f087ac277ad7b141c5052eb341a00ffe153,IL,TMP,60426,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,219.6,0,Notice,2003-11-12 00:00:00,SEIZ,5046509080,"",RDFX,2003,11,18
7000004241,2003-11-03 18:29:00,5500 S WESTERN AVE S,774cc00e2e5d9e3b3b840e5e7f62179655ee41a6b590fa502bfd660e19440cc3,IL,PAS,60620,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-04 00:00:00,VIOL,5046610810,"",RDFX,2003,11,18
7000004242,2003-11-03 18:39:00,5500 S WESTERN AVE S,795ec41f9d898c541c53aa368014bd3efed435814b2efd4825520967be9f5fcd,IL,PAS,60652,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-05 00:00:00,VIOL,5046678290,"",RDFX,2003,11,18
7000004243,2003-11-03 18:43:00,5500 S WESTERN AVE S,d2426a8f649f59ffa079e5767d0acf8ddabb53db04900251cbbbdc659276ee39,IL,PAS,60652,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-11-26 00:00:00,VIOL,5046610820,"",RDFX,2003,11,18
7000004244,2003-11-03 18:49:00,5500 S WESTERN AVE S,0d509f9ecbe31f866d2f6a31e3642c7dcb55aabe4eabc795cdd020be2c9631ae,IL,PAS,60426,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,0,Dismissed,2003-12-18 00:00:00,VIOL,5046158600,Not Liable,RDFX,2003,11,18
7000004245,2003-11-03 18:50:00,5500 S WESTERN AVE S,4ec05fa9da5914ed43904a7c5f4d90a5480a4b77f3f5d314380323cdc0e8bc6d,IL,PAS,606432167,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2004-01-29 00:00:00,DETR,5046992450,"",RDFX,2003,11,18
7000004246,2003-11-03 18:52:00,5500 S WESTERN AVE S,ee5bb1f275a257d94498f5d68c415a6afcb48c07d112932ece5b80c4f397d20f,IL,PAS,60649,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2004-01-12 00:00:00,DETR,5045064660,"",RDFX,2003,11,18
7000004247,2003-11-03 19:14:00,2400 W 55TH STREET E,830d92449a04a3bcba98d44fd14e1c3a240297c203fea51ba1799095b25c1a5c,IL,PAS,60637,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,180,Paid,2006-02-22 00:00:00,FINL,5046610830,"",RDFX,2003,11,19
7000004249,2003-11-03 21:17:00,2400 W 55TH STREET E,63c372399eaa4e1b643c614e3084187bd3a0aebdc03b4c78be02a166a8b0aaa1,IL,PAS,60610,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,219.6,0,Notice,2003-11-12 00:00:00,FINL,5046610840,"",RDFX,2003,11,21
7000004250,2003-11-03 21:50:00,2400 W 55TH STREET E,e62e3542ef1fd4bddb5aeab079c84d946954020ab647594ec39fd4a2d531c893,IL,PAS,60608,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-08 00:00:00,DETR,5046678310,"",RDFX,2003,11,21
7000004251,2003-11-03 23:32:00,5500 S WESTERN AVE S,6e3685df8220be8487eaa7201bc1c42c3a8879765f0387583cb1d0eb760a6d6d,IL,TMP,60632,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,219.6,Paid,2017-04-21 00:00:00,DLS,5051602450,"",RDFX,2003,11,23
7000004254,2003-11-04 06:17:00,2400 W 55TH STREET E,72af6b70f9b811ca597772475b7f10fc7bde201ed6791095f15d878149c2f91a,IL,PAS,60617,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-10 00:00:00,DETR,5046215930,"",RDFX,2003,11,6
7000004255,2003-11-04 06:23:00,5500 S WESTERN AVE S,45bc21bc75f18500a3a715b4dca864a252757bc1cc35dd56abd43b6fc361aac7,IL,PAS,60609,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-11-25 00:00:00,VIOL,5046693750,"",RDFX,2003,11,6
7000004258,2003-11-04 07:12:00,2400 W 55TH STREET E,42bbc1205f978da0b522bb81b5e6c6202c19be545ebdf8123d6e7e081558cfa7,IL,PAS,60459,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-11-28 00:00:00,VIOL,5046626720,"",RDFX,2003,11,7
7000004257,2003-11-04 07:27:00,5500 S WESTERN AVE S,579b7200e847ba6df02dceb4102b264b6b091f51aa769f33e5e36df6288370e0,IL,PAS,60659,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-11-26 00:00:00,VIOL,5046626710,"",RDFX,2003,11,7
7000004260,2003-11-04 07:35:00,2400 W 55TH STREET E,d1b55e9d704aa95cd146dae05c07305efd21b96fb4ed07f27216a9e0fb1e019b,IL,PAS,60638,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,180,Paid,2004-01-27 00:00:00,FINL,5046626730,"",RDFX,2003,11,7
7000004261,2003-11-04 07:40:00,2400 W 55TH STREET E,493b8c5b79bc90d063b5fab43d36d0f9dfb643fe05eaee10418aac9b830c3aa0,IL,PAS,60629,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,180,Paid,2004-09-23 00:00:00,FINL,5046693760,"",RDFX,2003,11,7
7000004405,2003-11-04 07:54:00,2400 W 55TH STREET E,b6209dadd903797a983fa8e368125d92ca45e488363b9c85af50549b4e894e32,IL,PAS,60131,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-29 00:00:00,DETR,5046693920,"",RDFX,2003,11,7
7000004262,2003-11-04 07:57:00,5500 S WESTERN AVE S,0e112bdded0a9852b2c44d28408ac9b76f8fde0bbf15e5d1841a454b18e53177,IL,PAS,60645,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,219.6,0,Notice,2003-11-12 00:00:00,SEIZ,5013654050,"",RDFX,2003,11,7
7000004263,2003-11-04 08:00:00,2400 W 55TH STREET E,6f200340c80f4a55ff3468d086db70bbcb831e327e1b1d55d813a3c84cffe913,IL,PAS,60621,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,190,Paid,2004-04-16 00:00:00,FINL,5046693780,"",RDFX,2003,11,8
7000004266,2003-11-04 08:08:00,5500 S WESTERN AVE S,b83d23f0589f913451406f7cb05c9ad0d4f6fcc62cd818b287b1e049de7b7e4c,IL,PAS,60629,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,219.6,0,Notice,2003-11-12 00:00:00,FINL,5046693800,"",RDFX,2003,11,8
7000004267,2003-11-04 08:14:00,5500 S WESTERN AVE S,1590c5ee9a9e7f9bff102785e8f396f6076c03c9b3c7e52a1c0f30c8e58fc7ba,IL,PAS,60638,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2003-12-31 00:00:00,DETR,5046626740,"",RDFX,2003,11,8
7000004269,2003-11-04 08:42:00,2400 W 55TH STREET E,f7462fcd6d709881b1e303262fd9524e3544cdb2be37096f92f3443a55b7fd7c,IL,PAS,60629,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,180,Paid,2005-02-01 00:00:00,FINL,5012880470,"",RDFX,2003,11,8
7000004270,2003-11-04 08:58:00,5500 S WESTERN AVE S,f73d2742c77caa76fa194f2cdb4961165d7f0dc77d4da84a3c26902f183ed8d0,IL,PAS,60629,9102020,RED LIGHT VIOLATION,RDFX,Red Light,OTHR,90,180,0,90,Paid,2004-06-10 00:00:00,DETR,5046241500,Liable,RDFX,2003,11,8脯脯脯
