,issue_date,violation_code,geocoded_lng,geocoded_lat,street_num,street_dir,street_name,zipcode,upper_streetname,applicationfinalizeddate,applicationstartdate,latitude,longitude,streetclosure,streetnumberfrom,streetnumberto,worktype,worktypedescription
5572461,2017-04-27 16:15:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572473,2017-05-05 13:48:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572475,2017-05-06 12:04:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572481,2017-05-13 11:32:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572487,2017-05-15 12:20:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572493,2017-05-19 09:40:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572503,2017-05-27 00:10:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572511,2017-06-22 16:13:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572515,2017-06-26 12:42:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572521,2017-06-28 08:33:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572523,2017-06-29 13:27:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572529,2017-08-09 11:56:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572531,2017-08-15 12:42:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572535,2017-08-23 19:10:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572543,2017-09-14 14:20:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572545,2017-09-15 15:26:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572547,2017-10-15 13:52:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572549,2017-10-27 09:50:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572551,2017-10-27 09:52:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572553,2017-11-18 13:17:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572555,2017-11-18 13:27:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572557,2017-12-13 13:44:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572559,2017-12-27 14:48:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62798,41.894695,1,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572581,2017-10-04 19:41:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62789,41.89465,3,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5572583,2017-10-19 11:51:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62789,41.89465,3,E,Huron St,60611,HURON,2018-05-29 11:30:51,2017-02-08 00:00:00,41.894768,-87.62808,Full,0.0,100.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5735820,2016-11-18 13:36:00,PARKING/STANDING PROHIBITED ANYTIME,-87.62832,41.90059,1,E,Oak St,60611,OAK,2016-11-18 14:38:30,2016-11-18 00:00:00,41.90063,-87.62827,Full,0.0,200.0,Festival,Festival
5918527,2017-08-01 06:30:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5925787,2017-02-21 06:13:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5925817,2017-04-29 10:45:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5925847,2017-04-29 10:45:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5925877,2017-04-29 11:30:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5925907,2017-05-06 00:32:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5925937,2017-05-06 00:47:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5925967,2017-05-06 01:03:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5925997,2017-05-06 01:07:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926027,2017-05-06 01:29:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926057,2017-05-10 12:51:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926087,2017-05-10 12:58:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926117,2017-05-11 10:57:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926147,2017-05-12 12:58:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926177,2017-05-15 08:41:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926207,2017-05-16 11:35:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926237,2017-05-16 13:04:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926267,2017-05-16 13:40:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926297,2017-06-11 08:08:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926327,2017-06-12 06:30:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926357,2017-07-02 08:53:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926387,2017-07-02 08:54:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926417,2017-07-02 11:43:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926447,2017-07-02 11:57:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926477,2017-07-04 11:21:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926507,2017-07-11 10:35:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926537,2017-07-11 11:29:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926567,2017-07-15 12:43:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926597,2017-07-15 13:09:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926627,2017-07-16 09:55:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926657,2017-07-17 07:09:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926687,2017-07-20 11:17:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926717,2017-07-20 11:50:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926747,2017-07-20 12:10:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926777,2017-07-21 12:50:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926807,2017-07-21 12:51:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926837,2017-07-22 10:17:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926867,2017-07-22 10:20:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926897,2017-07-22 10:35:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926927,2017-07-22 11:20:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926957,2017-07-23 06:05:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5926987,2017-07-23 06:17:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5927017,2017-07-23 06:48:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5927047,2017-07-23 11:00:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5927077,2017-07-23 11:26:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5927107,2017-07-27 10:57:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5927137,2017-07-28 07:35:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5927167,2017-07-29 09:27:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5927197,2017-08-01 13:22:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5927227,2017-08-02 12:14:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5927257,2017-08-03 07:09:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5927287,2017-08-03 09:42:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5927317,2017-08-04 11:05:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5927347,2017-08-10 13:35:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5927377,2017-08-20 10:05:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5927407,2017-08-21 09:17:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5927437,2017-08-21 12:41:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5927467,2017-08-21 12:43:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5927497,2017-08-25 12:38:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5927527,2017-08-25 13:35:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5927557,2017-10-30 10:14:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5933077,2018-02-22 17:20:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
5933137,2018-03-08 17:50:00,PARKING/STANDING PROHIBITED ANYTIME,-87.73789,41.785633,4600,W,59th St,60629,59TH,2018-07-31 12:55:47,2016-06-20 00:00:00,41.785675,-87.7374,Full,4500.0,4700.0,GenOccupy,"Work Vehicles, Temporary Driveways, Barricades, Operating Equipment"
